Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Predicted_Score
1,52,Yes,4,4,25.0,30.200000000000003
8,95,Yes,8,9,90.0,83.5
6,87,Yes,9,1,74.0,80.69999999999999
5,68,Yes,7,7,53.0,55.3
9,80,No,9,2,79.0,90.0
2,81,No,4,6,59.0,49.6
8,45,Yes,6,1,40.0,65.5
9,44,Yes,8,6,39.0,62.400000000000006
1,73,Yes,7,3,49.0,44.3
7,50,No,6,9,41.0,51.5
8,48,No,6,0,39.0,68.8
3,77,No,8,4,57.0,55.199999999999996
4,79,No,9,3,66.0,62.900000000000006
3,80,No,5,7,59.0,52.5
7,48,No,7,0,40.0,63.8
9,47,Yes,9,1,47.0,71.7
3,83,No,8,4,65.0,58.8
6,97,Yes,5,9,86.0,74.69999999999999
8,79,Yes,8,9,75.0,73.9
6,42,No,8,1,30.0,53.7
2,52,No,6,0,26.0,41.2
7,58,No,9,5,49.0,62.3
2,73,No,8,9,52.0,40.3
2,71,No,9,3,47.0,48.1
2,88,No,5,4,64.0,56.8
1,55,No,6,2,28.0,35.0
1,75,No,5,9,48.0,36.5
7,57,Yes,5,5,47.0,61.69999999999999
5,53,Yes,6,3,37.0,52.3
3,69,No,9,5,54.0,48.9
1,41,Yes,5,4,18.0,23.599999999999998
6,52,No,4,1,37.0,59.7
1,66,Yes,9,3,41.0,40.1
9,98,Yes,8,1,96.0,102.3
2,92,No,6,4,69.0,59.19999999999999
1,91,No,6,2,64.0,56.6
7,56,No,9,5,48.0,61.099999999999994
6,70,Yes,4,4,59.0,66.0
6,54,Yes,4,1,39.0,60.9
5,96,No,4,9,80.0,69.1
4,59,Yes,4,7,38.0,44.9
4,44,No,7,5,26.0,38.9
3,46,Yes,6,8,27.0,30.599999999999994
8,57,No,5,2,50.0,71.19999999999999
7,95,Yes,6,3,89.0,87.5
9,50,No,6,7,45.0,64.5
1,71,No,6,6,42.0,38.6
7,89,No,4,7,80.0,77.9
4,66,Yes,4,8,48.0,47.6
7,65,No,7,7,59.0,63.5
1,76,Yes,9,7,53.0,40.1
5,84,No,6,5,72.0,67.9
3,67,No,8,1,46.0,53.699999999999996
5,89,No,9,6,75.0,69.4
4,41,Yes,7,3,25.0,40.099999999999994
2,59,Yes,4,2,36.0,42.4
4,43,Yes,6,3,24.0,41.3
3,52,No,4,3,31.0,41.7
1,63,Yes,9,2,39.0,39.8
8,87,No,5,8,81.0,80.19999999999999
5,77,No,4,2,63.0,68.19999999999999
4,97,No,4,1,81.0,76.69999999999999
5,79,No,7,0,63.0,72.4
4,87,No,5,0,69.0,72.19999999999999
3,84,Yes,9,4,66.0,59.400000000000006
5,94,Yes,8,4,80.0,75.4
4,68,No,8,8,52.0,48.8
1,97,No,8,3,68.0,58.699999999999996
3,75,Yes,6,4,57.0,54.0
8,41,No,8,5,37.0,57.099999999999994
7,80,No,6,9,68.0,69.5
2,57,No,9,6,35.0,35.199999999999996
1,88,No,9,8,65.0,45.8
3,47,Yes,4,5,28.0,35.7
5,97,No,8,0,82.0,83.19999999999999
1,54,Yes,7,7,29.0,26.9
3,80,Yes,9,1,62.0,61.5
3,56,Yes,5,8,35.0,36.6
5,62,Yes,5,6,51.0,53.199999999999996
3,41,No,9,6,22.0,30.599999999999994
9,45,No,4,9,42.0,58.5
1,68,No,5,9,45.0,32.3
4,66,Yes,5,4,48.0,53.6
4,76,Yes,4,7,61.0,55.099999999999994
1,88,Yes,4,9,59.0,44.3
2,73,No,4,0,50.0,53.8
1,57,No,7,2,33.0,36.199999999999996
6,81,No,4,8,65.0,66.6
3,49,Yes,4,0,26.0,44.4
7,77,Yes,4,7,69.0,70.69999999999999
5,98,No,9,5,87.0,76.3
9,83,Yes,8,9,85.0,81.3
7,56,Yes,9,4,46.0,62.599999999999994
4,98,No,8,5,82.0,71.3
5,52,Yes,7,4,36.0,50.2
5,91,Yes,7,8,77.0,67.6
5,99,No,5,1,85.0,82.9
9,87,Yes,9,9,85.0,83.69999999999999
3,81,Yes,8,5,62.0,56.1
6,66,Yes,7,3,54.0,65.1
8,92,Yes,7,2,89.0,92.19999999999999
9,41,No,9,4,35.0,63.599999999999994
7,73,No,5,1,65.0,77.3
3,70,Yes,4,2,52.0,54.0
1,62,No,6,6,37.0,33.199999999999996
4,46,No,5,0,27.0,47.599999999999994
6,77,No,6,1,60.0,74.69999999999999
3,72,Yes,5,2,52.0,55.199999999999996
1,51,Yes,5,9,28.0,22.099999999999994
6,84,No,4,6,72.0,71.4
1,51,No,7,3,23.0,31.099999999999994
9,58,No,8,7,59.0,69.3
1,48,No,5,7,20.0,23.299999999999997
6,49,Yes,4,0,38.0,59.4
1,56,No,6,4,31.0,32.6
7,89,Yes,9,0,81.0,88.4
3,79,Yes,9,6,66.0,53.4
6,78,Yes,7,3,68.0,72.3
7,80,Yes,9,7,75.0,72.5
1,49,Yes,5,7,24.0,23.9
1,51,Yes,6,8,26.0,23.599999999999994
5,54,Yes,5,5,39.0,49.9
6,70,No,9,6,61.0,63.0
9,54,Yes,8,6,52.0,68.4
1,67,No,9,4,38.0,39.199999999999996
4,43,No,8,6,25.0,36.8
8,75,No,9,8,73.0,73.0
9,94,No,7,3,93.0,96.9
3,40,No,6,1,16.0,37.5
2,97,Yes,8,7,75.0,57.69999999999999
4,83,Yes,4,6,64.0,60.8
2,96,No,7,5,77.0,60.099999999999994
1,73,No,5,6,44.0,39.8
3,86,No,9,2,66.0,63.599999999999994
7,56,Yes,6,5,48.0,61.099999999999994
1,78,No,6,9,50.0,38.3
2,77,Yes,9,6,56.0,47.199999999999996
1,83,Yes,4,6,55.0,45.8
8,90,No,8,4,83.0,88.0
5,72,Yes,9,2,58.0,65.19999999999999
8,99,Yes,6,1,93.0,97.9
3,60,Yes,4,6,38.0,42.0
7,65,No,4,3,55.0,69.5
8,85,No,5,1,80.0,89.5
6,75,No,4,7,64.0,64.5
7,44,No,7,1,37.0,59.9
2,72,No,6,5,49.0,45.699999999999996
8,40,No,7,3,33.0,59.5
5,92,No,4,8,78.0,68.19999999999999
7,45,No,4,4,31.0,56.0
1,76,Yes,7,3,53.0,46.1
5,41,No,5,7,25.0,39.099999999999994
1,96,Yes,4,2,69.0,59.599999999999994
8,92,Yes,7,8,89.0,83.19999999999999
4,98,No,7,7,80.0,68.3
4,98,Yes,6,7,80.0,68.3
2,44,Yes,5,9,22.0,22.9
5,65,No,8,4,52.0,58.0
1,80,Yes,7,0,59.0,53.0
9,90,No,6,9,88.0,85.5
5,92,Yes,8,8,81.0,68.19999999999999
6,86,Yes,6,1,79.0,80.1
2,52,No,6,0,28.0,41.2
1,51,Yes,9,5,28.0,28.099999999999994
4,44,Yes,5,0,19.0,46.4
7,41,No,4,9,31.0,46.099999999999994
6,98,No,5,9,87.0,75.3
1,43,Yes,8,9,17.0,17.3
1,98,Yes,9,6,75.0,54.8
8,66,No,5,6,61.0,70.6
4,89,Yes,4,0,72.0,73.4
5,92,No,5,9,78.0,66.69999999999999
7,49,No,5,4,36.0,58.400000000000006
8,52,No,5,2,45.0,68.2
7,83,Yes,7,1,74.0,83.3
2,41,Yes,7,4,17.0,28.599999999999994
4,65,Yes,5,4,47.0,53.0
1,54,No,4,1,25.0,35.9
9,85,Yes,4,5,81.0,88.5
3,96,No,4,6,74.0,63.599999999999994
3,49,Yes,4,0,30.0,44.4
9,61,No,9,2,59.0,78.6
3,79,No,9,3,60.0,57.9
8,64,Yes,6,1,58.0,76.9
2,54,No,5,9,28.0,28.9
3,52,Yes,5,4,33.0,40.2
2,47,Yes,6,3,30.0,33.7
1,60,Yes,4,1,31.0,39.5
2,60,Yes,8,0,36.0,46.0
8,61,Yes,8,7,56.0,66.1
9,85,No,6,1,82.0,94.5
2,72,Yes,8,3,50.0,48.699999999999996
7,84,No,7,9,76.0,71.9
5,66,Yes,5,4,52.0,58.599999999999994
3,79,No,8,1,60.0,60.9
9,89,No,9,9,91.0,84.9
6,61,Yes,9,8,52.0,54.599999999999994
1,69,No,7,1,43.0,44.9
5,48,Yes,5,5,32.0,46.3
7,84,Yes,7,6,77.0,76.4
4,74,Yes,5,5,55.0,56.900000000000006
8,57,No,5,3,52.0,69.69999999999999
5,81,No,8,0,68.0,73.6
9,44,No,9,1,41.0,69.9
9,66,No,6,9,63.0,71.1
9,96,Yes,8,9,99.0,89.1
1,45,Yes,4,5,17.0,24.5
2,71,No,7,7,47.0,42.1
3,47,No,4,2,24.0,40.2
4,95,Yes,5,6,80.0,68.0
9,78,No,8,8,79.0,79.8
6,60,Yes,4,3,49.0,61.5
1,57,No,4,6,27.0,30.199999999999996
9,53,No,9,6,51.0,67.8
6,54,No,4,9,41.0,48.9
4,81,Yes,9,8,67.0,56.599999999999994
4,65,Yes,9,2,48.0,56.0
3,92,No,5,0,72.0,70.19999999999999
7,83,No,9,7,75.0,74.3
3,71,No,5,3,48.0,53.1
2,78,No,9,1,58.0,55.3
8,67,No,9,4,62.0,74.19999999999999
4,99,No,5,3,83.0,74.9
8,78,No,4,0,68.0,86.8
1,82,No,7,6,55.0,45.199999999999996
5,71,Yes,8,3,55.0,63.099999999999994
9,52,Yes,8,7,49.0,65.7
1,54,Yes,5,8,27.0,25.4
4,57,Yes,4,7,38.0,43.699999999999996
6,78,No,7,0,66.0,76.8
8,45,Yes,6,7,37.0,56.5
3,94,Yes,5,4,72.0,65.4
5,50,No,6,0,34.0,55.0
7,71,Yes,8,8,68.0,65.6
1,79,Yes,8,8,56.0,40.4
7,59,Yes,7,6,52.0,61.400000000000006
8,72,Yes,7,6,67.0,74.19999999999999
8,79,Yes,6,0,69.0,87.4
9,47,No,8,8,45.0,61.2
6,90,No,7,0,76.0,84.0
6,74,No,7,6,65.0,65.4
2,44,Yes,8,8,26.0,24.4
3,74,Yes,8,8,54.0,47.4
4,86,Yes,4,4,68.0,65.6
4,53,No,9,5,34.0,44.3
8,60,Yes,7,1,56.0,74.5
1,86,Yes,6,1,63.0,55.1
4,63,Yes,5,9,47.0,44.3
4,56,Yes,5,8,40.0,41.6
1,57,No,8,0,31.0,39.199999999999996
3,73,No,9,9,56.0,45.3
5,51,Yes,6,4,36.0,49.599999999999994
6,55,No,4,6,41.0,54.0
9,43,No,7,9,43.0,57.3
9,64,No,4,5,61.0,75.9
9,73,Yes,6,5,69.0,81.3
1,67,No,4,5,44.0,37.699999999999996
9,85,No,8,7,82.0,85.5
8,50,Yes,5,6,48.0,61.0
2,52,No,8,4,27.0,35.2
1,70,No,7,9,45.0,33.5
1,99,No,8,1,75.0,62.900000000000006
6,64,Yes,6,9,54.0,54.900000000000006
9,78,Yes,6,5,76.0,84.3
7,49,No,7,9,44.0,50.900000000000006
5,63,Yes,7,4,50.0,56.8
2,40,Yes,5,3,17.0,29.5
1,92,Yes,4,9,66.0,46.699999999999996
2,64,No,5,4,42.0,42.4
1,67,No,8,8,42.0,33.199999999999996
3,75,Yes,4,1,56.0,58.5
6,57,No,7,5,48.0,56.69999999999999
8,45,Yes,6,8,40.0,55.0
3,41,Yes,8,9,24.0,26.099999999999994
9,42,No,5,4,38.0,64.2
5,85,Yes,9,5,73.0,68.5
7,47,Yes,9,9,40.0,49.7
8,70,Yes,7,3,62.0,77.5
3,87,Yes,4,4,65.0,61.19999999999999
2,58,No,9,7,37.0,34.3
2,89,Yes,4,0,68.0,63.4
5,45,No,6,0,30.0,52.0
1,53,Yes,7,9,31.0,23.299999999999997
2,42,No,7,3,15.0,30.700000000000003
9,87,Yes,8,9,89.0,83.69999999999999
7,40,Yes,8,2,33.0,56.0
6,83,No,4,4,72.0,73.8
9,69,No,9,9,64.0,72.9
7,85,Yes,9,7,78.0,75.5
5,58,Yes,5,0,40.0,59.8
9,93,Yes,4,4,91.0,94.8
6,58,Yes,9,4,49.0,58.8
6,48,Yes,8,1,38.0,57.3
4,46,No,8,4,28.0,41.599999999999994
1,85,No,8,7,62.0,45.5
5,76,Yes,4,9,62.0,57.099999999999994
9,89,No,7,6,89.0,89.4
8,80,No,5,1,74.0,86.5
8,92,Yes,5,5,85.0,87.69999999999999
5,46,No,8,9,33.0,39.099999999999994
9,48,Yes,6,0,41.0,73.8
3,43,No,4,9,24.0,27.299999999999997
3,64,No,9,9,47.0,39.9
1,88,No,9,2,65.0,54.8
9,51,No,7,5,50.0,68.1
6,45,No,8,8,35.0,45.0
2,57,Yes,6,0,30.0,44.199999999999996
8,79,No,8,5,76.0,79.9
9,60,Yes,6,1,55.0,79.5
9,54,No,5,8,49.0,65.4
2,42,No,6,1,19.0,33.7
2,41,No,5,2,15.0,31.599999999999994
7,95,Yes,5,1,86.0,90.5
4,94,No,4,3,77.0,71.9
1,80,No,6,3,55.0,48.5
8,79,Yes,7,9,77.0,73.9
2,98,Yes,7,0,74.0,68.8
3,43,Yes,6,7,23.0,30.299999999999997
5,71,No,4,4,56.0,61.599999999999994
3,41,No,7,7,18.0,29.099999999999994
7,85,No,8,5,76.0,78.5
7,68,No,7,1,57.0,74.3
2,41,Yes,4,6,13.0,25.599999999999994
7,73,Yes,5,9,64.0,65.3
6,66,No,5,8,54.0,57.599999999999994
9,99,Yes,5,6,97.0,95.4
9,93,Yes,4,4,89.0,94.8
2,78,Yes,5,3,53.0,52.3
7,83,No,5,7,74.0,74.3
5,77,Yes,4,5,61.0,63.69999999999999
6,57,No,8,4,41.0,58.19999999999999
1,75,No,7,6,48.0,41.0
7,58,No,4,2,48.0,66.8
6,66,Yes,4,8,54.0,57.599999999999994
4,84,Yes,6,3,67.0,65.9
1,59,Yes,5,3,34.0,35.9
9,60,Yes,9,7,60.0,70.5
4,62,No,8,5,46.0,49.699999999999996
2,69,No,9,0,45.0,51.4
8,64,No,6,1,56.0,76.9
2,70,Yes,8,8,49.0,40.0
5,66,Yes,5,5,49.0,57.099999999999994
6,73,Yes,9,6,65.0,64.8
8,47,No,5,8,39.0,56.2
1,58,No,5,2,33.0,36.8
1,80,Yes,7,4,55.0,47.0
4,65,No,8,4,50.0,53.0
5,67,No,8,9,52.0,51.69999999999999
9,43,Yes,6,6,43.0,61.8
7,70,Yes,4,1,58.0,75.5
7,55,No,5,3,45.0,63.5
8,90,Yes,5,3,81.0,89.5
5,49,No,9,7,36.0,43.9
5,77,Yes,6,9,64.0,57.69999999999999
1,87,No,8,2,57.0,54.199999999999996
9,49,Yes,7,1,46.0,72.9
6,84,Yes,8,8,76.0,68.4
9,48,Yes,7,3,43.0,69.3
3,78,No,7,8,58.0,49.8
5,75,No,8,5,61.0,62.5
2,90,Yes,9,0,72.0,64.0
5,97,No,5,2,82.0,80.19999999999999
8,75,No,7,6,69.0,76.0
2,58,Yes,9,8,35.0,32.8
8,99,Yes,6,7,91.0,88.9
4,58,Yes,6,4,40.0,48.8
1,51,No,7,7,26.0,25.099999999999994
5,52,Yes,5,1,34.0,54.7
1,64,No,7,2,35.0,40.4
7,75,No,6,7,67.0,69.5
8,64,No,6,8,60.0,66.4
3,67,Yes,8,9,48.0,41.699999999999996
3,81,Yes,5,7,62.0,53.1
7,92,No,8,3,84.0,85.69999999999999
4,78,No,9,5,67.0,59.3
3,69,Yes,9,4,50.0,50.4
8,44,Yes,9,3,42.0,61.900000000000006
3,56,Yes,4,8,37.0,36.6
7,57,Yes,9,9,50.0,55.69999999999999
2,82,Yes,7,2,61.0,56.199999999999996
1,86,Yes,8,0,61.0,56.6
6,60,Yes,9,6,48.0,57.0
8,61,Yes,5,9,56.0,63.099999999999994
1,78,Yes,9,7,54.0,41.3
9,89,No,7,2,86.0,95.4
3,97,Yes,7,2,77.0,70.19999999999999
3,96,Yes,7,5,77.0,65.1
4,45,No,7,1,25.0,45.5
1,89,Yes,7,5,67.0,50.9
9,55,Yes,5,4,51.0,72.0
3,41,No,4,6,20.0,30.599999999999994
4,90,Yes,6,8,74.0,62.0
1,40,No,4,8,12.0,17.0
4,96,No,6,0,78.0,77.6
1,69,Yes,8,6,48.0,37.4
5,97,No,7,2,79.0,80.19999999999999
5,82,No,8,3,66.0,69.69999999999999
7,91,No,8,1,82.0,88.1
8,76,No,6,0,67.0,85.6
4,87,Yes,5,9,75.0,58.69999999999999
7,62,No,7,2,52.0,69.19999999999999
4,40,No,9,9,25.0,30.5
3,58,Yes,8,8,39.0,37.8
6,85,No,4,0,66.0,81.0
4,42,Yes,7,2,24.0,42.2
3,41,No,5,4,17.0,33.599999999999994
9,95,Yes,7,2,93.0,99.0
5,76,No,9,3,62.0,66.1
7,56,Yes,9,3,47.0,64.1
6,67,No,8,0,55.0,70.19999999999999
5,57,Yes,4,5,41.0,51.699999999999996
7,72,Yes,8,6,67.0,69.19999999999999
6,54,Yes,5,6,43.0,53.4
2,61,Yes,6,5,42.0,39.1
3,80,Yes,9,6,64.0,54.0
2,66,No,4,2,42.0,46.6
3,94,No,9,4,77.0,65.4
1,76,Yes,5,6,52.0,41.6
8,71,Yes,5,9,62.0,69.1
6,99,No,9,4,90.0,83.4
2,84,No,8,9,60.0,46.9
8,58,Yes,9,1,49.0,73.3
6,67,No,8,5,54.0,62.69999999999999
7,67,Yes,9,6,61.0,66.19999999999999
1,95,Yes,8,1,67.0,60.5
7,49,Yes,6,9,42.0,50.900000000000006
3,59,No,7,7,43.0,39.9
8,64,Yes,7,4,58.0,72.4
6,60,No,8,7,50.0,55.5
4,53,No,8,2,34.0,48.8
8,61,No,6,1,51.0,75.1
9,92,No,7,6,89.0,91.19999999999999
2,65,Yes,6,4,41.0,43.0
6,83,Yes,5,4,70.0,73.8
5,50,No,9,7,35.0,44.5
5,94,Yes,7,8,79.0,69.4
3,46,No,8,7,26.0,32.099999999999994
8,56,Yes,4,9,46.0,60.099999999999994
8,57,Yes,5,1,51.0,72.69999999999999
5,46,Yes,9,9,30.0,39.099999999999994
8,95,Yes,4,6,88.0,88.0
8,59,Yes,6,4,55.0,69.4
3,77,Yes,9,6,60.0,52.199999999999996
2,50,No,6,2,26.0,37.0
9,83,Yes,6,3,85.0,90.3
2,97,Yes,8,6,76.0,59.19999999999999
9,55,Yes,6,1,53.0,76.5
4,90,No,4,1,70.0,72.5
2,94,Yes,5,0,64.0,66.4
1,66,Yes,8,0,41.0,44.6
4,90,Yes,5,0,73.0,74.0
9,50,No,6,5,47.0,67.5
9,55,Yes,7,4,49.0,72.0
4,62,No,9,9,53.0,43.699999999999996
9,99,No,8,7,95.0,93.9
6,98,Yes,6,4,87.0,82.8
1,51,Yes,8,0,26.0,35.599999999999994
6,98,No,7,7,89.0,78.3
9,79,No,4,5,73.0,84.9
2,42,Yes,4,7,19.0,24.700000000000003
6,41,Yes,9,1,33.0,53.099999999999994
2,99,No,4,9,75.0,55.900000000000006
4,77,No,7,7,59.0,55.69999999999999
8,87,No,5,5,79.0,84.69999999999999
7,91,No,7,0,82.0,89.6
9,63,Yes,7,0,58.0,82.8
7,68,No,6,9,61.0,62.3
1,86,Yes,4,4,59.0,50.6
2,85,No,8,6,63.0,52.0
6,73,No,9,3,60.0,69.3
7,59,Yes,5,9,55.0,56.900000000000006
3,57,Yes,8,4,38.0,43.199999999999996
9,53,Yes,6,9,49.0,63.3
7,57,Yes,6,2,48.0,66.19999999999999
6,41,No,5,1,24.0,53.099999999999994
6,40,Yes,8,1,27.0,52.5
1,59,Yes,5,4,34.0,34.4
5,73,Yes,5,3,59.0,64.3
3,80,No,4,1,60.0,61.5
7,80,No,8,4,75.0,77.0
3,87,Yes,4,9,67.0,53.69999999999999
5,50,No,4,8,36.0,43.0
7,66,No,9,7,60.0,64.1
3,62,Yes,4,8,43.0,40.199999999999996
2,77,No,7,8,52.0,44.199999999999996
6,83,Yes,6,7,73.0,69.3
8,42,Yes,6,8,36.0,53.2
4,51,Yes,7,3,37.0,46.099999999999994
9,69,No,5,7,66.0,75.9
8,70,Yes,8,1,64.0,80.5
7,62,No,8,8,54.0,60.19999999999999
7,40,No,8,8,31.0,47.0
3,80,No,4,2,59.0,60.0
6,59,No,8,5,49.0,57.900000000000006
5,93,Yes,8,6,80.0,71.8
1,45,Yes,8,2,19.0,29.0
3,50,No,6,4,27.0,39.0
1,74,Yes,7,0,51.0,49.4
4,43,No,9,2,25.0,42.8
3,68,No,5,7,48.0,45.3
4,98,Yes,7,2,82.0,75.8
9,49,No,8,7,47.0,63.900000000000006
3,90,Yes,5,8,70.0,57.0
6,68,No,5,5,57.0,63.3
6,77,No,7,6,69.0,67.19999999999999
7,40,No,7,5,32.0,51.5
9,79,No,7,7,78.0,81.9
7,47,Yes,9,6,41.0,54.2
1,96,No,7,9,72.0,49.099999999999994
8,77,No,9,0,71.0,86.19999999999999
5,56,Yes,4,2,44.0,55.6
9,58,No,6,2,57.0,76.8
5,72,No,9,2,57.0,65.19999999999999
5,54,No,6,3,41.0,52.9
2,84,No,8,0,62.0,60.4
3,70,No,4,1,48.0,55.5
9,60,No,5,4,59.0,75.0
7,42,Yes,7,5,34.0,52.7
1,41,No,8,8,17.0,17.599999999999998
3,74,Yes,5,1,54.0,57.9
2,80,No,6,8,55.0,46.0
1,98,Yes,5,6,73.0,54.8
9,55,Yes,7,8,50.0,66.0
8,95,Yes,7,3,91.0,92.5
5,84,Yes,9,6,73.0,66.4
2,90,No,9,0,70.0,64.0
1,98,No,6,7,74.0,53.3
7,89,No,7,6,86.0,79.4
2,60,Yes,4,6,34.0,37.0
1,51,Yes,8,1,25.0,34.099999999999994
2,67,Yes,6,9,47.0,36.699999999999996
7,51,Yes,6,8,45.0,53.599999999999994
7,72,Yes,5,7,62.0,67.69999999999999
6,59,Yes,6,0,49.0,65.4
5,79,Yes,8,0,62.0,72.4
3,88,No,4,4,65.0,61.8
3,60,Yes,5,1,40.0,49.5
9,99,No,8,0,97.0,104.4
4,91,No,9,9,79.0,61.099999999999994
9,93,Yes,6,7,93.0,90.3
4,78,Yes,7,3,60.0,62.3
2,80,Yes,9,1,61.0,56.5
4,88,Yes,7,4,73.0,66.8
6,98,No,8,5,89.0,81.3
6,81,Yes,4,7,71.0,68.1
5,75,No,7,6,61.0,61.0
1,61,Yes,8,6,39.0,32.6
3,65,No,5,0,44.0,54.0
5,46,No,6,2,32.0,49.599999999999994
6,46,No,4,2,35.0,54.599999999999994
1,47,No,4,6,20.0,24.200000000000003
9,65,No,5,1,62.0,82.5
3,63,Yes,4,9,42.0,39.3
3,63,Yes,8,6,43.0,43.8
2,79,Yes,4,8,56.0,45.4
8,87,No,4,0,79.0,92.19999999999999
3,51,Yes,4,1,30.0,44.099999999999994
6,86,No,8,5,73.0,74.1
2,47,No,9,1,25.0,36.7
7,93,Yes,6,1,84.0,89.3
4,48,No,7,4,27.0,42.8
9,42,Yes,9,6,41.0,61.2
9,93,No,4,3,92.0,96.3
7,60,Yes,5,5,53.0,63.5
8,70,No,5,2,63.0,79.0
3,87,Yes,8,3,67.0,62.69999999999999
5,86,Yes,6,3,74.0,72.1
2,63,No,4,3,37.0,43.3
7,43,No,8,0,33.0,60.8
8,59,No,7,3,58.0,70.9
9,55,Yes,6,3,55.0,73.5
7,49,Yes,6,5,40.0,56.900000000000006
8,82,No,8,8,79.0,77.19999999999999
9,65,Yes,9,9,68.0,70.5
6,68,Yes,5,5,57.0,63.3
2,44,No,9,5,20.0,28.9
2,50,Yes,6,6,28.0,31.0
4,68,Yes,5,6,50.0,51.8
9,84,Yes,6,0,80.0,95.4
7,54,No,6,7,44.0,56.900000000000006
2,45,Yes,6,0,19.0,37.0
8,87,No,7,8,81.0,80.19999999999999
7,54,Yes,5,3,46.0,62.900000000000006
9,82,Yes,7,8,83.0,82.19999999999999
8,59,Yes,5,7,58.0,64.9
3,73,Yes,7,8,53.0,46.8
1,99,Yes,7,5,73.0,56.900000000000006
2,99,No,7,8,79.0,57.400000000000006
2,41,Yes,8,3,15.0,30.099999999999994
4,83,Yes,7,2,62.0,66.8
6,55,Yes,9,2,46.0,60.0
4,58,Yes,9,7,41.0,44.3
9,73,No,6,1,68.0,87.3
4,88,Yes,4,5,72.0,65.3
6,53,Yes,7,8,43.0,49.8
6,63,Yes,4,8,51.0,55.8
1,67,Yes,4,7,38.0,34.699999999999996
8,87,No,6,7,80.0,81.69999999999999
3,71,No,4,0,48.0,57.6
6,76,Yes,4,6,63.0,66.6
3,49,Yes,9,0,31.0,44.4
2,88,Yes,4,8,66.0,50.8
5,84,Yes,5,2,69.0,72.4
1,87,Yes,7,0,62.0,57.199999999999996
9,48,No,7,7,49.0,63.3
7,63,No,4,6,54.0,63.8
3,75,Yes,6,1,57.0,58.5
4,95,Yes,5,6,77.0,68.0
6,68,Yes,6,4,56.0,64.8
3,99,No,6,6,79.0,65.4
7,68,Yes,4,9,60.0,62.3
6,97,Yes,8,6,88.0,79.19999999999999
9,87,No,4,1,83.0,95.69999999999999
5,62,No,9,1,43.0,60.699999999999996
4,66,Yes,8,6,48.0,50.6
3,70,Yes,5,2,50.0,54.0
1,82,Yes,8,3,61.0,49.699999999999996
3,46,Yes,4,6,24.0,33.599999999999994
3,88,No,4,1,71.0,66.3
7,93,No,6,1,81.0,89.3
7,84,Yes,4,8,76.0,73.4
1,43,No,9,0,17.0,30.8
3,53,Yes,4,2,30.0,43.8
8,81,No,7,9,78.0,75.1
9,81,Yes,7,3,78.0,89.1
7,49,Yes,6,4,37.0,58.400000000000006
7,98,No,8,2,86.0,90.8
8,83,No,8,8,77.0,77.8
6,73,No,7,4,63.0,67.8
3,65,No,9,6,46.0,45.0
1,62,No,5,6,38.0,33.199999999999996
7,48,Yes,9,8,41.0,51.8
1,76,Yes,7,1,51.0,49.1
1,47,No,9,2,24.0,30.200000000000003
9,92,Yes,5,3,88.0,95.69999999999999
7,53,Yes,8,7,50.0,56.3
4,46,Yes,7,0,30.0,47.599999999999994
6,46,Yes,4,8,32.0,45.599999999999994
1,48,No,5,4,18.0,27.799999999999997
7,42,Yes,5,3,29.0,55.7
6,53,Yes,5,7,41.0,51.3
4,56,Yes,8,8,37.0,41.6
7,89,Yes,9,2,85.0,85.4
3,83,No,6,3,67.0,60.3
1,61,Yes,4,0,30.0,41.6
4,85,Yes,7,2,69.0,68.0
3,65,Yes,9,9,43.0,40.5
1,97,No,5,4,72.0,57.199999999999996
2,67,No,8,7,47.0,39.699999999999996
5,84,Yes,5,0,69.0,75.4
8,53,Yes,9,0,48.0,71.8
1,48,No,7,2,20.0,30.799999999999997
4,90,Yes,4,8,73.0,62.0
4,65,No,5,8,49.0,47.0
5,41,Yes,8,0,26.0,49.599999999999994
7,50,Yes,8,3,44.0,60.5
8,56,No,6,7,49.0,63.099999999999994
6,73,Yes,8,1,61.0,72.3
1,58,Yes,6,3,28.0,35.3
7,78,Yes,4,6,74.0,72.8
3,57,No,7,6,33.0,40.199999999999996
6,52,No,6,4,42.0,55.2
8,44,Yes,5,6,39.0,57.400000000000006
7,89,Yes,9,5,82.0,80.9
6,62,Yes,5,1,48.0,65.69999999999999
9,97,Yes,7,8,95.0,91.19999999999999
9,95,No,8,4,92.0,96.0
1,63,No,9,1,36.0,41.3
1,68,No,5,5,37.0,38.3
1,87,Yes,9,9,65.0,43.699999999999996
8,86,Yes,6,4,82.0,85.6
7,47,No,7,1,37.0,61.7
3,65,Yes,5,9,45.0,40.5
2,54,Yes,8,9,34.0,28.9
4,96,No,9,6,78.0,68.6
3,40,Yes,8,9,18.0,25.5
7,67,No,9,1,59.0,73.69999999999999
8,88,Yes,5,6,82.0,83.8
6,86,Yes,7,5,75.0,74.1
3,85,Yes,4,3,65.0,61.5
6,53,Yes,5,3,40.0,57.3
2,81,Yes,8,5,60.0,51.1
7,73,No,4,8,67.0,66.8
7,98,No,7,9,95.0,80.3
4,70,Yes,8,5,56.0,54.5
8,45,Yes,7,5,35.0,59.5
4,88,No,9,0,73.0,72.8
7,44,No,5,4,37.0,55.4
